image_path,split,true_label,resnet_cx,resnet_cy,densenet_cx,densenet_cy,eff_cx,eff_cy,dist_resnet_to_mean,dist_dense_to_mean,dist_eff_to_mean
data\dataset_cls\train\Non_fractured\IMG0000114.jpg,train,Non_fractured,0.653778,0.493017,0.093306,0.174308,0.487595,0.49704,0.263956,0.383408,0.132833
data\dataset_cls\train\Non_fractured\IMG0000115.jpg,train,Non_fractured,0.62753,0.191096,0.5,0.5,0.593935,0.334369,0.160009,0.174557,0.02145
data\dataset_cls\train\Non_fractured\IMG0000117.jpg,train,Non_fractured,0.595939,0.374107,0.231631,0.820981,0.618388,0.505926,0.224042,0.356625,0.149453
data\dataset_cls\train\Non_fractured\IMG0000118.jpg,train,Non_fractured,0.148841,0.727317,1.0,0.312637,0.345237,0.323046,0.443227,0.52159,0.201447
data\dataset_cls\train\Non_fractured\IMG0000119.jpg,train,Non_fractured,0.637194,0.297055,0.653687,0.673157,0.59381,0.413314,0.164365,0.213504,0.058953
data\dataset_cls\train\Non_fractured\IMG0000120.jpg,train,Non_fractured,0.68465,0.227039,0.927651,0.025845,0.599993,0.408855,0.053175,0.272222,0.233103
data\dataset_cls\train\Non_fractured\IMG0000122.jpg,train,Non_fractured,0.374965,0.249915,0.0,0.001495,0.459978,0.305717,0.116033,0.333757,0.217724
data\dataset_cls\train\Non_fractured\IMG0000123.jpg,train,Non_fractured,0.886212,0.208316,0.507138,0.069464,0.421714,0.254407,0.282885,0.145706,0.198827
data\dataset_cls\train\Non_fractured\IMG0000124.jpg,train,Non_fractured,0.302501,0.692046,0.5,0.5,0.418169,0.618389,0.136899,0.139202,0.018696
data\dataset_cls\train\Non_fractured\IMG0000125.jpg,train,Non_fractured,0.684615,0.475306,0.489703,0.455661,0.540695,0.400682,0.117233,0.08281,0.053158
data\dataset_cls\train\Non_fractured\IMG0000126.jpg,train,Non_fractured,0.482398,0.384615,0.562862,1.0,0.622691,0.365668,0.211993,0.416629,0.227748
data\dataset_cls\train\Non_fractured\IMG0000127.jpg,train,Non_fractured,0.537351,0.278109,0.716263,1.0,0.835822,0.274783,0.287562,0.482775,0.279985
data\dataset_cls\train\Non_fractured\IMG0000128.jpg,train,Non_fractured,0.609573,0.43192,0.919862,0.586908,0.490962,0.432427,0.082273,0.267119,0.189584
data\dataset_cls\train\Non_fractured\IMG0000129.jpg,train,Non_fractured,0.622716,0.674542,0.833333,1.0,0.682725,0.5902,0.120819,0.273067,0.16746
data\dataset_cls\train\Non_fractured\IMG0000131.jpg,train,Non_fractured,0.487074,0.514918,0.556082,0.999795,0.455657,0.481865,0.151128,0.339007,0.188846
data\dataset_cls\train\Non_fractured\IMG0000132.jpg,train,Non_fractured,0.232406,0.294344,0.0,1.0,0.531977,0.404214,0.272763,0.503105,0.321038
data\dataset_cls\train\Non_fractured\IMG0000133.jpg,train,Non_fractured,0.146814,0.0,0.5,0.5,0.321594,0.379885,0.342044,0.272261,0.086598
data\dataset_cls\train\Non_fractured\IMG0000134.jpg,train,Non_fractured,0.5,0.5,0.5,0.5,0.603027,0.491934,0.034447,0.034447,0.068895
data\dataset_cls\train\Non_fractured\IMG0000135.jpg,train,Non_fractured,0.850698,0.075428,0.5,0.5,0.557101,0.401553,0.329758,0.22107,0.109427
data\dataset_cls\train\Non_fractured\IMG0000137.jpg,train,Non_fractured,0.285011,0.924487,0.542871,0.997548,0.462896,0.441844,0.199341,0.237926,0.347651
data\dataset_cls\train\Non_fractured\IMG0000140.jpg,train,Non_fractured,0.817094,0.273729,0.666667,0.333333,0.653509,0.486176,0.13849,0.055314,0.135267
data\dataset_cls\train\Non_fractured\IMG0000141.jpg,train,Non_fractured,0.380482,0.0,0.879734,0.057655,0.570392,0.525487,0.300925,0.302227,0.333491
data\dataset_cls\train\Non_fractured\IMG0000145.jpg,train,Non_fractured,0.554269,0.540443,0.774338,0.193344,0.413572,0.478006,0.139053,0.286064,0.182832
data\dataset_cls\train\Non_fractured\IMG0000146.jpg,train,Non_fractured,0.469096,0.72558,0.5,0.5,0.567054,0.543947,0.142372,0.090647,0.071636
data\dataset_cls\train\Non_fractured\IMG0000147.jpg,train,Non_fractured,0.58707,0.2634,0.5,1.0,0.478911,0.456954,0.316808,0.427115,0.124208
data\dataset_cls\train\Non_fractured\IMG0000148.jpg,train,Non_fractured,0.597233,0.414672,0.839378,0.487518,0.593168,0.39364,0.081217,0.17201,0.091798
data\dataset_cls\train\Non_fractured\IMG0000149.jpg,train,Non_fractured,0.448078,0.300832,0.0,0.930686,0.46784,0.286754,0.25003,0.522965,0.272994
data\dataset_cls\train\Non_fractured\IMG0000150.jpg,train,Non_fractured,0.771577,0.218761,0.614331,0.911846,0.686597,0.415464,0.30739,0.403803,0.099983
data\dataset_cls\train\Non_fractured\IMG0000152.jpg,train,Non_fractured,0.970181,0.072272,0.833333,0.833333,0.55759,0.460303,0.424565,0.380855,0.229499
data\dataset_cls\train\Non_fractured\IMG0000153.jpg,train,Non_fractured,0.737653,0.549647,0.89504,0.8059,0.52608,0.425683,0.047652,0.275305,0.256302
data\dataset_cls\train\Non_fractured\IMG0000154.jpg,train,Non_fractured,0.889543,0.20512,0.589401,0.921609,0.458359,0.60785,0.445657,0.348012,0.18974
data\dataset_cls\train\Non_fractured\IMG0000157.jpg,train,Non_fractured,0.766977,0.170935,0.561157,0.0,0.663779,0.31143,0.103504,0.19085,0.150642
data\dataset_cls\train\Non_fractured\IMG0000158.jpg,train,Non_fractured,0.998232,0.210474,0.5,0.5,0.537842,0.353257,0.350531,0.230388,0.140855
data\dataset_cls\train\Non_fractured\IMG0000159.jpg,train,Non_fractured,0.551134,0.796337,0.859169,0.895847,0.229689,0.418145,0.093001,0.366986,0.42646
data\dataset_cls\train\Non_fractured\IMG0000160.jpg,train,Non_fractured,0.292515,0.497015,0.218163,0.288032,0.246989,0.394561,0.111238,0.110652,0.00573
data\dataset_cls\train\Non_fractured\IMG0000162.jpg,train,Non_fractured,0.794898,0.454121,0.038165,0.038165,0.489271,0.590349,0.36619,0.515985,0.234539
data\dataset_cls\train\Non_fractured\IMG0000163.jpg,train,Non_fractured,0.356511,0.239453,0.670727,0.037969,0.57104,0.414756,0.176465,0.237045,0.187969
data\dataset_cls\train\Non_fractured\IMG0000164.jpg,train,Non_fractured,0.692938,0.399931,0.353642,0.099906,0.505343,0.298471,0.220808,0.233255,0.034509
data\dataset_cls\train\Non_fractured\IMG0000165.jpg,train,Non_fractured,0.664163,0.089569,0.5,0.5,0.594809,0.373496,0.244191,0.198709,0.053156
data\dataset_cls\train\Non_fractured\IMG0000166.jpg,train,Non_fractured,0.75588,0.077706,0.833333,0.5,0.742375,0.521662,0.289536,0.144864,0.159064
data\dataset_cls\train\Non_fractured\IMG0000167.jpg,train,Non_fractured,0.49106,0.440233,0.0,0.850157,0.511371,0.382664,0.196004,0.444063,0.249082
data\dataset_cls\train\Non_fractured\IMG0000168.jpg,train,Non_fractured,0.126064,0.43339,0.0,0.397065,0.392708,0.383212,0.05502,0.173086,0.220818
data\dataset_cls\train\Non_fractured\IMG0000169.jpg,train,Non_fractured,0.417864,0.594969,0.562936,0.884527,0.329706,0.404516,0.038095,0.285842,0.247838
data\dataset_cls\train\Non_fractured\IMG0000171.jpg,train,Non_fractured,0.417292,0.177585,0.0,0.920393,0.54934,0.297591,0.302914,0.557701,0.282271
data\dataset_cls\train\Non_fractured\IMG0000173.jpg,train,Non_fractured,0.794506,0.403794,0.5,0.5,0.524032,0.641663,0.218787,0.107255,0.150842
data\dataset_cls\train\Non_fractured\IMG0000174.jpg,train,Non_fractured,0.518317,0.672506,0.403995,0.961541,0.53448,0.389637,0.032784,0.298356,0.289087
data\dataset_cls\train\Non_fractured\IMG0000175.jpg,train,Non_fractured,0.3868,0.30687,1.0,0.313547,0.586783,0.336695,0.271334,0.342183,0.073238
data\dataset_cls\train\Non_fractured\IMG0000178.jpg,train,Non_fractured,0.632636,1.0,0.74774,0.586619,0.568463,0.421366,0.331107,0.128335,0.260903
data\dataset_cls\train\Non_fractured\IMG0000179.jpg,train,Non_fractured,0.270503,0.381339,0.468842,0.913096,0.4249,0.540529,0.258592,0.312072,0.08009
data\dataset_cls\train\Non_fractured\IMG0000180.jpg,train,Non_fractured,0.107024,0.527793,0.5,0.5,0.586861,0.514966,0.291253,0.103029,0.188901
data\dataset_cls\train\Non_fractured\IMG0000181.jpg,train,Non_fractured,0.489571,0.789252,0.13904,0.164086,0.33472,0.431635,0.368371,0.348853,0.032963
data\dataset_cls\train\Non_fractured\IMG0000182.jpg,train,Non_fractured,0.945158,0.597823,0.0,0.0,0.493515,0.33913,0.546166,0.572292,0.030228
data\dataset_cls\train\Non_fractured\IMG0000183.jpg,train,Non_fractured,0.311202,0.006194,0.778284,0.753075,0.30105,0.695189,0.502275,0.413573,0.265799
data\dataset_cls\train\Non_fractured\IMG0000184.jpg,train,Non_fractured,0.54091,0.210654,0.833333,0.154192,0.580991,0.398238,0.119141,0.207385,0.160333
data\dataset_cls\train\Non_fractured\IMG0000186.jpg,train,Non_fractured,0.586117,0.797614,0.750927,0.770532,0.549307,0.43017,0.138257,0.160698,0.248962
data\dataset_cls\train\Non_fractured\IMG0000187.jpg,train,Non_fractured,0.874324,0.309249,1.0,0.833333,0.367461,0.333569,0.222623,0.424677,0.411539
data\dataset_cls\train\Non_fractured\IMG0000191.jpg,train,Non_fractured,0.221096,0.188581,0.131717,0.189282,0.447868,0.314708,0.062327,0.141426,0.199456
data\dataset_cls\train\Non_fractured\IMG0000192.jpg,train,Non_fractured,0.829462,0.229421,0.922663,0.654673,0.447497,0.440458,0.232916,0.285182,0.285713
data\dataset_cls\train\Non_fractured\IMG0000193.jpg,train,Non_fractured,0.581092,0.223779,0.327177,0.953444,0.419134,0.483978,0.357892,0.416005,0.073555
data\dataset_cls\train\Non_fractured\IMG0000195.jpg,train,Non_fractured,0.50304,0.305388,0.790646,0.933424,0.507443,0.361256,0.247879,0.443009,0.195589
data\dataset_cls\train\Non_fractured\IMG0000196.jpg,train,Non_fractured,0.406991,0.344362,0.155575,0.118107,0.266685,0.357951,0.148576,0.196829,0.085037
data\dataset_cls\train\Non_fractured\IMG0000199.jpg,train,Non_fractured,0.415281,0.255141,0.834381,0.704616,0.299911,0.443802,0.235577,0.396346,0.217945
data\dataset_cls\train\Non_fractured\IMG0000200.jpg,train,Non_fractured,0.489849,0.548787,0.0,0.905037,0.629786,0.402345,0.135998,0.470386,0.335633
data\dataset_cls\train\Non_fractured\IMG0000201.jpg,train,Non_fractured,0.673297,0.220611,0.530771,0.6187,0.505925,0.636401,0.290294,0.132725,0.158066
data\dataset_cls\train\Non_fractured\IMG0000202.jpg,train,Non_fractured,0.361447,0.187532,0.0,1.0,0.453898,0.525241,0.393738,0.507909,0.187759
data\dataset_cls\train\Non_fractured\IMG0000203.jpg,train,Non_fractured,0.281331,0.382968,0.597332,0.400445,0.52059,0.45763,0.187617,0.131581,0.069758
data\dataset_cls\train\Non_fractured\IMG0000205.jpg,train,Non_fractured,0.200707,0.337367,0.0,0.157182,0.59294,0.221825,0.117444,0.276851,0.328829
data\dataset_cls\train\Non_fractured\IMG0000209.jpg,train,Non_fractured,0.046357,0.159256,0.5,0.5,0.394152,0.446843,0.339461,0.228081,0.112297
data\dataset_cls\train\Non_fractured\IMG0000210.jpg,train,Non_fractured,0.691323,0.378002,0.5,0.5,0.632919,0.413482,0.098411,0.128501,0.030106
data\dataset_cls\train\Non_fractured\IMG0000212.jpg,train,Non_fractured,0.399266,0.522106,0.607179,0.906966,0.453584,0.851278,0.253554,0.189962,0.096982
data\dataset_cls\train\Non_fractured\IMG0000213.jpg,train,Non_fractured,0.180059,0.412968,0.208815,0.310929,0.534395,0.438884,0.130194,0.125167,0.23237
data\dataset_cls\train\Non_fractured\IMG0000214.jpg,train,Non_fractured,0.610266,0.193547,0.5,0.5,0.503687,0.262419,0.144488,0.18528,0.06587
data\dataset_cls\train\Non_fractured\IMG0000215.jpg,train,Non_fractured,0.347544,0.086505,0.5,0.5,0.604475,0.403786,0.279212,0.170654,0.141219
data\dataset_cls\train\Non_fractured\IMG0000216.jpg,train,Non_fractured,0.615303,0.061474,0.0,0.420769,0.374372,0.587304,0.410499,0.336091,0.235036
data\dataset_cls\train\Non_fractured\IMG0000217.jpg,train,Non_fractured,0.691161,0.757657,0.5,0.5,0.559005,0.400339,0.231596,0.098627,0.154266
data\dataset_cls\train\Non_fractured\IMG0000218.jpg,train,Non_fractured,0.287448,0.505984,0.081168,0.0,0.557259,0.350534,0.221493,0.365035,0.256998
data\dataset_cls\train\Non_fractured\IMG0000219.jpg,train,Non_fractured,0.226602,0.167129,0.51785,1.0,0.523469,0.454419,0.421722,0.469245,0.132586
data\dataset_cls\train\Non_fractured\IMG0000220.jpg,train,Non_fractured,0.514657,0.229953,0.0,0.556413,0.560148,0.517809,0.257661,0.37837,0.218308
data\dataset_cls\train\Non_fractured\IMG0000221.jpg,train,Non_fractured,0.546195,0.360201,0.673881,1.0,0.413104,0.581577,0.287064,0.375756,0.146803
data\dataset_cls\train\Non_fractured\IMG0000222.jpg,train,Non_fractured,0.858396,0.340371,0.787099,0.930116,0.348536,0.404571,0.291622,0.391402,0.351559
data\dataset_cls\train\Non_fractured\IMG0000223.jpg,train,Non_fractured,0.673427,0.593679,0.56578,0.874034,0.577392,0.340753,0.068507,0.27411,0.263575
data\dataset_cls\train\Non_fractured\IMG0000225.jpg,train,Non_fractured,0.471852,0.161417,1.0,0.298075,0.416075,0.356178,0.192346,0.371615,0.229289
data\dataset_cls\train\Non_fractured\IMG0000228.jpg,train,Non_fractured,0.540103,0.286767,0.333333,1.0,0.585095,0.361599,0.268166,0.475764,0.212308
data\dataset_cls\train\Non_fractured\IMG0000229.jpg,train,Non_fractured,0.868134,0.3257,0.743685,0.956999,0.397583,0.441016,0.318234,0.389499,0.303215
data\dataset_cls\train\Non_fractured\IMG0000230.jpg,train,Non_fractured,0.835429,0.426833,0.206592,0.950232,0.414404,0.477679,0.398882,0.433577,0.157514
data\dataset_cls\train\Non_fractured\IMG0000231.jpg,train,Non_fractured,0.785319,0.247739,0.512605,0.967131,0.337494,0.565831,0.42105,0.374978,0.209489
data\dataset_cls\train\Non_fractured\IMG0000232.jpg,train,Non_fractured,0.588792,0.028976,0.5,0.5,0.399389,0.608686,0.362313,0.120844,0.248997
data\dataset_cls\train\Non_fractured\IMG0000233.jpg,train,Non_fractured,0.45903,0.98006,0.0,1.0,0.437478,0.458742,0.231502,0.352557,0.38036
data\dataset_cls\train\Non_fractured\IMG0000234.jpg,train,Non_fractured,0.768461,0.136712,0.639854,0.950027,0.444453,0.46829,0.410371,0.432258,0.180226
data\dataset_cls\train\Non_fractured\IMG0000235.jpg,train,Non_fractured,0.705932,0.132025,0.5,0.5,0.463495,0.266099,0.224373,0.208423,0.098756
data\dataset_cls\train\Non_fractured\IMG0000236.jpg,train,Non_fractured,0.80422,0.206931,0.438643,0.71018,0.45007,0.404473,0.334849,0.297497,0.119795
data\dataset_cls\train\Non_fractured\IMG0000237.jpg,train,Non_fractured,0.589043,0.283343,0.5,0.5,0.780375,0.35416,0.10171,0.172522,0.159212
data\dataset_cls\train\Non_fractured\IMG0000238.jpg,train,Non_fractured,0.499561,0.171903,0.5,0.5,0.448096,0.398286,0.185607,0.144329,0.053983
data\dataset_cls\train\Non_fractured\IMG0000239.jpg,train,Non_fractured,0.732733,0.221658,0.5,0.5,0.63977,0.388613,0.183898,0.179705,0.024218
data\dataset_cls\train\Non_fractured\IMG0000241.jpg,train,Non_fractured,0.783744,0.143596,0.5,0.5,0.601844,0.400727,0.256742,0.198975,0.058999
data\dataset_cls\train\Non_fractured\IMG0000242.jpg,train,Non_fractured,0.382414,0.656549,0.5,0.5,0.46391,0.21197,0.211079,0.067415,0.244671
data\dataset_cls\train\Non_fractured\IMG0000243.jpg,train,Non_fractured,0.486398,0.095787,0.470824,1.0,0.313979,0.335527,0.386433,0.525011,0.179138
data\dataset_cls\train\Non_fractured\IMG0000244.jpg,train,Non_fractured,0.520772,0.780825,0.79722,0.815947,0.323031,0.322409,0.143516,0.306039,0.388402
data\dataset_cls\train\Non_fractured\IMG0000245.jpg,train,Non_fractured,0.743058,0.40903,0.58192,0.761361,0.386783,0.382688,0.203847,0.243931,0.228057
data\dataset_cls\train\Non_fractured\IMG0000246.jpg,train,Non_fractured,0.602837,0.401932,0.438509,0.377403,0.491971,0.413548,0.091832,0.075361,0.024891
data\dataset_cls\train\Non_fractured\IMG0000247.jpg,train,Non_fractured,0.784603,0.396218,0.845568,0.653603,0.544183,0.50602,0.136231,0.181137,0.18104
data\dataset_cls\train\Non_fractured\IMG0000249.jpg,train,Non_fractured,0.579599,0.285503,0.859871,0.489676,0.465061,0.563204,0.16986,0.229202,0.206235
data\dataset_cls\train\Non_fractured\IMG0000250.jpg,train,Non_fractured,0.626532,0.344824,0.405453,0.918104,0.547049,0.542161,0.275719,0.338716,0.063033
data\dataset_cls\train\Non_fractured\IMG0000252.jpg,train,Non_fractured,0.230505,0.193381,0.5,0.5,0.44677,0.468574,0.252645,0.155787,0.097754
data\dataset_cls\train\Non_fractured\IMG0000254.jpg,train,Non_fractured,0.620639,0.441006,0.0,0.5,0.624522,0.408041,0.205769,0.418093,0.213567
data\dataset_cls\train\Non_fractured\IMG0000255.jpg,train,Non_fractured,0.63026,0.18212,0.668917,0.998945,0.495355,0.473843,0.370906,0.452868,0.128935
data\dataset_cls\train\Non_fractured\IMG0000257.jpg,train,Non_fractured,0.106139,0.071131,0.5,0.5,0.333161,0.27382,0.295214,0.287416,0.021535
data\dataset_cls\train\Non_fractured\IMG0000263.jpg,train,Non_fractured,0.857019,0.406443,0.0,0.833333,0.380464,0.41549,0.467673,0.499437,0.13998
data\dataset_cls\train\Non_fractured\IMG0000264.jpg,train,Non_fractured,0.525396,0.215159,1.0,0.426003,0.492292,0.212643,0.162728,0.356665,0.194102
data\dataset_cls\train\Non_fractured\IMG0000265.jpg,train,Non_fractured,0.554499,0.331608,0.165193,0.124204,0.563948,0.350819,0.141307,0.299891,0.158836
data\dataset_cls\train\Non_fractured\IMG0000266.jpg,train,Non_fractured,0.311584,0.899998,0.5,0.5,0.537245,0.484526,0.304859,0.137724,0.16827
data\dataset_cls\train\Non_fractured\IMG0000267.jpg,train,Non_fractured,0.957435,1.0,0.694702,0.253088,0.589997,0.805754,0.37755,0.436383,0.197592
data\dataset_cls\train\Non_fractured\IMG0000268.jpg,train,Non_fractured,0.463578,0.073759,0.889494,0.95606,0.615405,0.577718,0.500611,0.480651,0.058431
data\dataset_cls\train\Non_fractured\IMG0000271.jpg,train,Non_fractured,0.941216,0.484423,0.849424,0.232887,0.502733,0.306437,0.227469,0.137701,0.264029
data\dataset_cls\train\Non_fractured\IMG0000272.jpg,train,Non_fractured,0.348113,0.27061,0.741289,0.0,0.539313,0.376641,0.20237,0.293095,0.160931
data\dataset_cls\train\Non_fractured\IMG0000273.jpg,train,Non_fractured,0.521539,0.103551,0.423662,0.587521,0.503968,0.496665,0.294883,0.200603,0.1029
data\dataset_cls\train\Non_fractured\IMG0000274.jpg,train,Non_fractured,0.885063,0.42225,0.791474,0.924424,0.330913,0.383778,0.265536,0.368502,0.389446
data\dataset_cls\train\Non_fractured\IMG0000275.jpg,train,Non_fractured,0.28565,0.134588,0.5,0.5,0.584431,0.159963,0.214998,0.239104,0.165282
data\dataset_cls\train\Non_fractured\IMG0000276.jpg,train,Non_fractured,0.81014,1.0,0.5,0.5,0.384501,0.51374,0.41016,0.183125,0.239468
data\dataset_cls\train\Non_fractured\IMG0000277.jpg,train,Non_fractured,0.37974,0.203475,0.5,0.5,0.382577,0.242277,0.119069,0.201021,0.082365
data\dataset_cls\train\Non_fractured\IMG0000278.jpg,train,Non_fractured,0.648652,0.779202,0.791652,1.0,0.327691,0.633746,0.064417,0.281471,0.31233
data\dataset_cls\train\Non_fractured\IMG0000279.jpg,train,Non_fractured,0.228792,0.085089,0.227529,0.157639,0.610526,0.443397,0.191601,0.146482,0.333272
data\dataset_cls\train\Non_fractured\IMG0000280.jpg,train,Non_fractured,0.339529,0.109011,0.380858,0.106656,0.495938,0.435038,0.126431,0.112953,0.236163
data\dataset_cls\train\Non_fractured\IMG0000282.jpg,train,Non_fractured,0.72371,0.563053,0.49615,0.0,0.548386,0.44118,0.264878,0.347494,0.11407
data\dataset_cls\train\Non_fractured\IMG0000285.jpg,train,Non_fractured,0.185538,0.863338,0.5,0.5,0.317431,0.586015,0.260273,0.223348,0.065968
data\dataset_cls\train\Non_fractured\IMG0000286.jpg,train,Non_fractured,0.536109,0.281414,0.5,0.5,0.349009,0.392954,0.132835,0.115101,0.112707
data\dataset_cls\train\Non_fractured\IMG0000287.jpg,train,Non_fractured,0.718491,0.19065,0.833333,0.0,0.62904,0.473245,0.031796,0.245539,0.270305
data\dataset_cls\train\Non_fractured\IMG0000288.jpg,train,Non_fractured,0.754689,0.412516,0.155445,0.169127,0.287154,0.331972,0.371626,0.278751,0.115255
data\dataset_cls\train\Non_fractured\IMG0000289.jpg,train,Non_fractured,0.731922,0.75046,0.752484,0.7985,0.437095,0.542955,0.105751,0.150933,0.255338
data\dataset_cls\train\Non_fractured\IMG0000290.jpg,train,Non_fractured,0.519917,0.444093,0.080871,0.059634,0.49506,0.569194,0.177161,0.411944,0.248188
data\dataset_cls\train\Non_fractured\IMG0000291.jpg,train,Non_fractured,0.193741,0.996309,0.5,0.5,0.751909,0.691056,0.392957,0.229837,0.272695
data\dataset_cls\train\Non_fractured\IMG0000292.jpg,train,Non_fractured,0.907044,0.0,0.5,0.5,0.324087,0.18756,0.40178,0.281559,0.256359
data\dataset_cls\train\Non_fractured\IMG0000294.jpg,train,Non_fractured,0.633437,0.001047,0.240967,0.0,0.472339,0.573958,0.265302,0.282805,0.383006
data\dataset_cls\train\Non_fractured\IMG0000295.jpg,train,Non_fractured,0.500085,0.348333,0.150679,0.977041,0.319306,0.445712,0.299684,0.423483,0.144707
data\dataset_cls\train\Non_fractured\IMG0000296.jpg,train,Non_fractured,0.329971,0.241566,0.15932,0.100952,0.390229,0.317092,0.042717,0.179048,0.137376
